id,ip,controller,item,element,label,square,element-type,element-name,parameter,value,event-time,none,situation,count,comment
1703514970,2ecb6ae22413454f01bdf5db98b4e6b4,PennController,5,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703514891564,undefined,buttons,1,sent_sv;sent_vs
1703514970,2ecb6ae22413454f01bdf5db98b4e6b4,PennController,11,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703514911855,undefined,moscow,0,sent_sv;sent_vs
1703514970,2ecb6ae22413454f01bdf5db98b4e6b4,PennController,9,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703514931415,undefined,castles,0,sent_sv;sent_vs
1703514970,2ecb6ae22413454f01bdf5db98b4e6b4,PennController,16,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703514950027,undefined,guitar,0,sent_sv;sent_vs
1703515925,4ecd8d53a2762fb334a32aa424c1eed0,PennController,15,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703515511678,undefined,bus,0,sent_sv;sent_vs
1703515925,4ecd8d53a2762fb334a32aa424c1eed0,PennController,13,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703515531640,undefined,bottles,0,sent_sv;sent_vs
1703515925,4ecd8d53a2762fb334a32aa424c1eed0,PennController,8,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703515550693,undefined,baskets,0,sent_vs;sent_sv
1703515925,4ecd8d53a2762fb334a32aa424c1eed0,PennController,16,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703515567229,undefined,guitar,0,sent_sv;sent_vs
1703515925,4ecd8d53a2762fb334a32aa424c1eed0,PennController,6,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703515579334,undefined,lightbulbs,2,sent_vs;sent_sv
1703515925,4ecd8d53a2762fb334a32aa424c1eed0,PennController,12,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703515675035,undefined,tigers,0,sent_sv;sent_vs
1703515925,4ecd8d53a2762fb334a32aa424c1eed0,PennController,4,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703515686106,undefined,computers,1,sent_vs;sent_sv
1703515925,4ecd8d53a2762fb334a32aa424c1eed0,PennController,5,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703515698227,undefined,buttons,0,sent_vs;sent_sv
1703515925,4ecd8d53a2762fb334a32aa424c1eed0,PennController,14,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703515705087,undefined,guests,0,sent_sv;sent_vs
1703515925,4ecd8d53a2762fb334a32aa424c1eed0,PennController,17,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703515717420,undefined,books,0,sent_vs;sent_sv
1703515925,4ecd8d53a2762fb334a32aa424c1eed0,PennController,19,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703515735714,undefined,lights,0,sent_sv;sent_vs
1703515925,4ecd8d53a2762fb334a32aa424c1eed0,PennController,11,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703515753241,undefined,moscow,0,sent_sv;sent_vs
1703515925,4ecd8d53a2762fb334a32aa424c1eed0,PennController,7,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703515775660,undefined,horns,1,sent_sv;sent_vs
1703515925,4ecd8d53a2762fb334a32aa424c1eed0,PennController,3,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703515786540,undefined,carriages,2,sent_sv;sent_vs
1703515925,4ecd8d53a2762fb334a32aa424c1eed0,PennController,9,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703515805789,undefined,castles,2,sent_vs;sent_sv
1703515925,4ecd8d53a2762fb334a32aa424c1eed0,PennController,2,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703515812532,undefined,bows,0,sent_vs;sent_sv
1703515925,4ecd8d53a2762fb334a32aa424c1eed0,PennController,10,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703515902085,undefined,drawers,1,sent_vs;sent_sv
1703515925,4ecd8d53a2762fb334a32aa424c1eed0,PennController,18,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703515918626,undefined,wheels,0,sent_vs;sent_sv
1703524553,f879ae8e34f2e5cff9149bd95b8f9777,PennController,12,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703524190296,undefined,tigers,0,sent_sv;sent_vs
1703524553,f879ae8e34f2e5cff9149bd95b8f9777,PennController,6,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703524209791,undefined,lightbulbs,2,sent_vs;sent_sv
1703524553,f879ae8e34f2e5cff9149bd95b8f9777,PennController,8,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703524228426,undefined,baskets,0,sent_vs;sent_sv
1703524553,f879ae8e34f2e5cff9149bd95b8f9777,PennController,15,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703524242615,undefined,bus,0,sent_sv;sent_vs
1703524553,f879ae8e34f2e5cff9149bd95b8f9777,PennController,4,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703524257807,undefined,computers,1,sent_sv;sent_vs
1703524553,f879ae8e34f2e5cff9149bd95b8f9777,PennController,7,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703524276538,undefined,horns,1,sent_vs;sent_sv
1703524553,f879ae8e34f2e5cff9149bd95b8f9777,PennController,16,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703524296631,undefined,guitar,0,sent_sv;sent_vs
1703524553,f879ae8e34f2e5cff9149bd95b8f9777,PennController,19,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703524307609,undefined,lights,0,sent_sv;sent_vs
1703524553,f879ae8e34f2e5cff9149bd95b8f9777,PennController,13,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703524327496,undefined,bottles,0,sent_vs;sent_sv
1703524553,f879ae8e34f2e5cff9149bd95b8f9777,PennController,17,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703524346194,undefined,books,0,sent_vs;sent_sv
1703524553,f879ae8e34f2e5cff9149bd95b8f9777,PennController,3,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703524368015,undefined,carriages,2,sent_vs;sent_sv
1703524553,f879ae8e34f2e5cff9149bd95b8f9777,PennController,9,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703524380912,undefined,castles,2,sent_sv;sent_vs
1703524553,f879ae8e34f2e5cff9149bd95b8f9777,PennController,18,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703524409264,undefined,wheels,0,sent_vs;sent_sv
1703524553,f879ae8e34f2e5cff9149bd95b8f9777,PennController,5,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703524422951,undefined,buttons,0,sent_vs;sent_sv
1703524553,f879ae8e34f2e5cff9149bd95b8f9777,PennController,2,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703524432460,undefined,bows,0,sent_sv;sent_vs
1703524553,f879ae8e34f2e5cff9149bd95b8f9777,PennController,10,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703524532791,undefined,drawers,1,sent_vs;sent_sv
1703524553,f879ae8e34f2e5cff9149bd95b8f9777,PennController,11,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703524544674,undefined,moscow,0,sent_sv;sent_vs
1703524553,f879ae8e34f2e5cff9149bd95b8f9777,PennController,14,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703524554134,undefined,guests,0,sent_sv;sent_vs
1703529407,7c9390cd44826c1273143d6486ff176a,PennController,6,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703529194140,undefined,lightbulbs,0,sent_vs;sent_sv
1703529407,7c9390cd44826c1273143d6486ff176a,PennController,11,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703529216783,undefined,moscow,0,sent_sv;sent_vs
1703529407,7c9390cd44826c1273143d6486ff176a,PennController,13,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703529230261,undefined,bottles,0,sent_vs;sent_sv
1703529407,7c9390cd44826c1273143d6486ff176a,PennController,15,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703529254048,undefined,bus,0,sent_sv;sent_vs
1703529407,7c9390cd44826c1273143d6486ff176a,PennController,12,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703529271091,undefined,tigers,0,sent_vs;sent_sv
1703529407,7c9390cd44826c1273143d6486ff176a,PennController,18,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703529280887,undefined,wheels,0,sent_vs;sent_sv
1703529407,7c9390cd44826c1273143d6486ff176a,PennController,4,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703529295063,undefined,computers,2,sent_vs;sent_sv
1703529407,7c9390cd44826c1273143d6486ff176a,PennController,17,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703529311558,undefined,books,0,sent_sv;sent_vs
1703529407,7c9390cd44826c1273143d6486ff176a,PennController,19,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703529327636,undefined,lights,0,sent_vs;sent_sv
1703529407,7c9390cd44826c1273143d6486ff176a,PennController,2,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703529335895,undefined,bows,1,sent_sv;sent_vs
1703529407,7c9390cd44826c1273143d6486ff176a,PennController,3,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703529345563,undefined,carriages,0,sent_sv;sent_vs
1703529407,7c9390cd44826c1273143d6486ff176a,PennController,8,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703529352493,undefined,baskets,1,sent_vs;sent_sv
1703529407,7c9390cd44826c1273143d6486ff176a,PennController,14,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703529361930,undefined,guests,0,sent_sv;sent_vs
1703529407,7c9390cd44826c1273143d6486ff176a,PennController,16,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703529375036,undefined,guitar,0,sent_vs;sent_sv
1703529407,7c9390cd44826c1273143d6486ff176a,PennController,5,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703529380693,undefined,buttons,1,sent_vs;sent_sv
1703529407,7c9390cd44826c1273143d6486ff176a,PennController,10,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703529389875,undefined,drawers,2,sent_vs;sent_sv
1703529407,7c9390cd44826c1273143d6486ff176a,PennController,9,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703529396898,undefined,castles,0,sent_vs;sent_sv
1703529407,7c9390cd44826c1273143d6486ff176a,PennController,7,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703529406852,undefined,horns,2,sent_vs;sent_sv
1703530284,529f0bf6bd7f58f0b9056568995855a0,PennController,6,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703530121150,undefined,lightbulbs,0,sent_sv;sent_vs
1703530284,529f0bf6bd7f58f0b9056568995855a0,PennController,11,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703530131455,undefined,moscow,0,sent_vs;sent_sv
1703530284,529f0bf6bd7f58f0b9056568995855a0,PennController,16,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703530157814,undefined,guitar,0,sent_sv;sent_vs
1703530284,529f0bf6bd7f58f0b9056568995855a0,PennController,13,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703530168923,undefined,bottles,0,sent_vs;sent_sv
1703530284,529f0bf6bd7f58f0b9056568995855a0,PennController,10,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703530180295,undefined,drawers,2,sent_vs;sent_sv
1703530284,529f0bf6bd7f58f0b9056568995855a0,PennController,18,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703530187465,undefined,wheels,0,sent_vs;sent_sv
1703530284,529f0bf6bd7f58f0b9056568995855a0,PennController,15,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703530198148,undefined,bus,0,sent_vs;sent_sv
1703530284,529f0bf6bd7f58f0b9056568995855a0,PennController,14,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703530204227,undefined,guests,0,sent_vs;sent_sv
1703530284,529f0bf6bd7f58f0b9056568995855a0,PennController,17,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703530213540,undefined,books,0,sent_sv;sent_vs
1703530284,529f0bf6bd7f58f0b9056568995855a0,PennController,3,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703530220726,undefined,carriages,0,sent_vs;sent_sv
1703530284,529f0bf6bd7f58f0b9056568995855a0,PennController,7,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703530228950,undefined,horns,2,sent_sv;sent_vs
1703530284,529f0bf6bd7f58f0b9056568995855a0,PennController,5,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703530236436,undefined,buttons,1,sent_sv;sent_vs
1703530284,529f0bf6bd7f58f0b9056568995855a0,PennController,4,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703530244236,undefined,computers,2,sent_vs;sent_sv
1703530284,529f0bf6bd7f58f0b9056568995855a0,PennController,8,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703530255259,undefined,baskets,1,sent_sv;sent_vs
1703530284,529f0bf6bd7f58f0b9056568995855a0,PennController,12,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703530266268,undefined,tigers,0,sent_vs;sent_sv
1703530284,529f0bf6bd7f58f0b9056568995855a0,PennController,9,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703530273237,undefined,castles,0,sent_vs;sent_sv
1703530284,529f0bf6bd7f58f0b9056568995855a0,PennController,19,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703530277106,undefined,lights,0,sent_vs;sent_sv
1703530284,529f0bf6bd7f58f0b9056568995855a0,PennController,2,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703530283386,undefined,bows,1,sent_vs;sent_sv
1703539872,554ed38dd0bef7f7099f4d9b76c0977f,PennController,6,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703539327539,undefined,lightbulbs,0,sent_vs;sent_sv
1703539872,554ed38dd0bef7f7099f4d9b76c0977f,PennController,7,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703539367036,undefined,horns,2,sent_vs;sent_sv
1703539872,554ed38dd0bef7f7099f4d9b76c0977f,PennController,14,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703539390286,undefined,guests,0,sent_vs;sent_sv
1703539872,554ed38dd0bef7f7099f4d9b76c0977f,PennController,13,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703539432149,undefined,bottles,0,sent_sv;sent_vs
1703539872,554ed38dd0bef7f7099f4d9b76c0977f,PennController,16,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703539481383,undefined,guitar,0,sent_sv;sent_vs
1703539872,554ed38dd0bef7f7099f4d9b76c0977f,PennController,8,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703539509678,undefined,baskets,1,sent_sv;sent_vs
1703539872,554ed38dd0bef7f7099f4d9b76c0977f,PennController,10,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703539557368,undefined,drawers,2,sent_sv;sent_vs
1703539872,554ed38dd0bef7f7099f4d9b76c0977f,PennController,18,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703539572810,undefined,wheels,0,sent_sv;sent_vs
1703539872,554ed38dd0bef7f7099f4d9b76c0977f,PennController,9,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703539598634,undefined,castles,0,sent_vs;sent_sv
1703539872,554ed38dd0bef7f7099f4d9b76c0977f,PennController,2,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703539634868,undefined,bows,1,sent_vs;sent_sv
1703539872,554ed38dd0bef7f7099f4d9b76c0977f,PennController,17,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703539663750,undefined,books,0,sent_sv;sent_vs
1703539872,554ed38dd0bef7f7099f4d9b76c0977f,PennController,5,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703539685967,undefined,buttons,1,sent_sv;sent_vs
1703539872,554ed38dd0bef7f7099f4d9b76c0977f,PennController,12,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703539730513,undefined,tigers,0,sent_sv;sent_vs
1703539872,554ed38dd0bef7f7099f4d9b76c0977f,PennController,4,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703539764764,undefined,computers,2,sent_vs;sent_sv
1703539872,554ed38dd0bef7f7099f4d9b76c0977f,PennController,11,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703539800662,undefined,moscow,0,sent_vs;sent_sv
1703539872,554ed38dd0bef7f7099f4d9b76c0977f,PennController,19,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703539830389,undefined,lights,0,sent_vs;sent_sv
1703539872,554ed38dd0bef7f7099f4d9b76c0977f,PennController,3,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703539857264,undefined,carriages,0,sent_vs;sent_sv
1703539872,554ed38dd0bef7f7099f4d9b76c0977f,PennController,15,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703539872212,undefined,bus,0,sent_sv;sent_vs
1703578963,aa29427340eee8521370e23cb5f7e195,PennController,13,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703578570414,undefined,bottles,0,sent_sv;sent_vs
1703578963,aa29427340eee8521370e23cb5f7e195,PennController,4,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703578612383,undefined,computers,0,sent_sv;sent_vs
1703578963,aa29427340eee8521370e23cb5f7e195,PennController,5,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703578625983,undefined,buttons,2,sent_vs;sent_sv
1703578963,aa29427340eee8521370e23cb5f7e195,PennController,16,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703578649509,undefined,guitar,0,sent_vs;sent_sv
1703578963,aa29427340eee8521370e23cb5f7e195,PennController,10,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703578673830,undefined,drawers,0,sent_vs;sent_sv
1703578963,aa29427340eee8521370e23cb5f7e195,PennController,7,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703578743878,undefined,horns,0,sent_sv;sent_vs
1703578963,aa29427340eee8521370e23cb5f7e195,PennController,18,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703578753990,undefined,wheels,0,sent_sv;sent_vs
1703578963,aa29427340eee8521370e23cb5f7e195,PennController,12,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703578795985,undefined,tigers,0,sent_sv;sent_vs
1703578963,aa29427340eee8521370e23cb5f7e195,PennController,14,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703578805964,undefined,guests,0,sent_sv;sent_vs
1703578963,aa29427340eee8521370e23cb5f7e195,PennController,8,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703578819807,undefined,baskets,2,sent_vs;sent_sv
1703578963,aa29427340eee8521370e23cb5f7e195,PennController,11,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703578837211,undefined,moscow,0,sent_vs;sent_sv
1703578963,aa29427340eee8521370e23cb5f7e195,PennController,3,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703578853853,undefined,carriages,1,sent_vs;sent_sv
1703578963,aa29427340eee8521370e23cb5f7e195,PennController,6,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703578869262,undefined,lightbulbs,1,sent_vs;sent_sv
1703578963,aa29427340eee8521370e23cb5f7e195,PennController,19,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703578891952,undefined,lights,0,sent_vs;sent_sv
1703578963,aa29427340eee8521370e23cb5f7e195,PennController,2,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703578905420,undefined,bows,2,sent_vs;sent_sv
1703578963,aa29427340eee8521370e23cb5f7e195,PennController,17,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703578925068,undefined,books,0,sent_sv;sent_vs
1703578963,aa29427340eee8521370e23cb5f7e195,PennController,9,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703578943335,undefined,castles,1,sent_vs;sent_sv
1703578963,aa29427340eee8521370e23cb5f7e195,PennController,15,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703578963440,undefined,bus,0,sent_vs;sent_sv
1703579529,fe32949765b66f83c98ec653f93a2585,PennController,14,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703579291135,undefined,guests,0,sent_sv;sent_vs
1703579529,fe32949765b66f83c98ec653f93a2585,PennController,8,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703579310030,undefined,baskets,1,sent_vs;sent_sv
1703579529,fe32949765b66f83c98ec653f93a2585,PennController,15,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703579328431,undefined,bus,0,sent_vs;sent_sv
1703579529,fe32949765b66f83c98ec653f93a2585,PennController,2,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703579343464,undefined,bows,1,sent_sv;sent_vs
1703579529,fe32949765b66f83c98ec653f93a2585,PennController,12,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703579372837,undefined,tigers,0,sent_vs;sent_sv
1703579529,fe32949765b66f83c98ec653f93a2585,PennController,10,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703579388239,undefined,drawers,2,sent_vs;sent_sv
1703579529,fe32949765b66f83c98ec653f93a2585,PennController,4,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703579401668,undefined,computers,2,sent_sv;sent_vs
1703579529,fe32949765b66f83c98ec653f93a2585,PennController,5,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703579410878,undefined,buttons,1,sent_vs;sent_sv
1703579529,fe32949765b66f83c98ec653f93a2585,PennController,19,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703579423810,undefined,lights,0,sent_sv;sent_vs
1703579529,fe32949765b66f83c98ec653f93a2585,PennController,6,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703579434661,undefined,lightbulbs,0,sent_vs;sent_sv
1703579529,fe32949765b66f83c98ec653f93a2585,PennController,9,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703579445798,undefined,castles,0,sent_vs;sent_sv
1703579529,fe32949765b66f83c98ec653f93a2585,PennController,3,0,experiment,NULL,Selector,answer,Selection,sent_vs,1703579453086,undefined,carriages,0,sent_sv;sent_vs
1703579529,fe32949765b66f83c98ec653f93a2585,PennController,11,0,experiment,NULL,Selector,answer,Selection,sent_sv,1703579468338,undefined,moscow,0,sent_sv;sent_vs
